county,State,Population_Estimate,Per_Age_over_65,M_per_100_F,Per_high_school_Degree,Per_Bachelor_Degree,Median_Income,Per_votes_Rep,Party_Gov,Voting_Behaviour
Mason County,TX,4066,0.268,117.4,0.347,0.225,37654,0.81,Rep,Rep
Matagorda County,TX,36598,0.151,98.1,0.354,0.152,40797,0.69,Rep,Rep
Maverick County,TX,56548,0.111,97.2,0.224,0.107,33747,0.21,Rep,Rep
Medina County,TX,47392,0.149,106.9,0.319,0.19,57338,0.7,Rep,Rep
Menard County,TX,2182,0.257,95.3,0.303,0.174,34464,0.79,Rep,Rep
Midland County,TX,151290,0.103,99.1,0.236,0.257,68806,0.76,Rep,Rep
Milam County,TX,24344,0.189,98.6,0.375,0.166,38929,0.74,Rep,Rep
Mills County,TX,4875,0.248,85.2,0.268,0.221,43920,0.87,Rep,Rep
Mitchell County,TX,9169,0.136,161.7,0.334,0.109,49870,0.81,Rep,Rep
Montague County,TX,19478,0.212,97.1,0.341,0.158,46172,0.87,Rep,Rep
Montgomery County,TX,502586,0.116,98.1,0.243,0.322,68838,0.74,Rep,Rep
Moore County,TX,22281,0.094,106.9,0.261,0.121,49802,0.76,Rep,Rep
Morris County,TX,12700,0.208,92.5,0.347,0.145,39453,0.69,Rep,Rep
Motley County,TX,1071,0.245,125.5,0.318,0.172,31683,0.92,Rep,Rep
Nacogdoches County,TX,65531,0.125,92,0.281,0.252,39538,0.66,Rep,Rep
Navarro County,TX,48118,0.157,97.2,0.305,0.157,41505,0.73,Rep,Rep
Newton County,TX,14231,0.171,106.7,0.501,0.065,38144,0.74,Rep,Rep
Nolan County,TX,15061,0.168,102.4,0.348,0.122,37102,0.75,Rep,Rep
Nueces County,TX,352060,0.128,96.8,0.282,0.202,50337,0.49,Rep,Rep
Ochiltree County,TX,10642,0.1,104.5,0.293,0.151,51517,0.88,Rep,Rep
Oldham County,TX,2071,0.155,121.7,0.196,0.277,50893,0.9,Rep,Rep
Orange County,TX,83217,0.148,98.2,0.4,0.146,49763,0.8,Rep,Rep
Palo Pinto County,TX,27921,0.178,98,0.37,0.158,39516,0.81,Rep,Rep
Panola County,TX,23900,0.166,93.3,0.325,0.128,50119,0.81,Rep,Rep
Parker County,TX,121418,0.141,100,0.269,0.264,67288,0.82,Rep,Rep
Parmer County,TX,10004,0.123,106.1,0.304,0.153,45326,0.68,Rep,Rep
Pecos County,TX,15807,0.123,132.3,0.352,0.099,50305,0.59,Rep,Rep
Polk County,TX,46113,0.195,115.9,0.377,0.123,39662,0.77,Rep,Rep
Potter County,TX,122352,0.113,105.6,0.278,0.148,38159,0.69,Rep,Rep
Presidio County,TX,7304,0.2,97.5,0.173,0.26,32132,0.3,Rep,Rep
Rains County,TX,11037,0.231,104.1,0.395,0.106,48448,0.85,Rep,Rep
Randall County,TX,126782,0.131,96.5,0.221,0.303,60972,0.81,Rep,Rep
Reagan County,TX,3598,0.12,106.2,0.371,0.105,52181,0.79,Rep,Rep
Real County,TX,3356,0.34,97.2,0.286,0.22,36523,0.82,Rep,Rep
Red River County,TX,12567,0.221,94.3,0.39,0.131,31563,0.76,Rep,Rep
Reeves County,TX,14179,0.133,129.6,0.258,0.108,43540,0.45,Rep,Rep
Refugio County,TX,7277,0.208,99.9,0.359,0.097,44240,0.62,Rep,Rep
Roberts County,TX,931,0.175,90.4,0.302,0.319,63889,0.95,Rep,Rep
Robertson County,TX,16532,0.185,99.9,0.375,0.164,46501,0.67,Rep,Rep
Rockwall County,TX,85536,0.113,96.2,0.222,0.369,87524,0.72,Rep,Rep
Runnels County,TX,10445,0.206,98.4,0.388,0.175,41526,0.86,Rep,Rep
Rusk County,TX,53457,0.148,111.4,0.337,0.137,46173,0.77,Rep,Rep
Sabine County,TX,10440,0.285,95.1,0.448,0.12,31307,0.86,Rep,Rep
San Augustine County,TX,8695,0.25,91.4,0.429,0.108,28275,0.74,Rep,Rep
San Jacinto County,TX,27023,0.192,98.6,0.45,0.114,43029,0.78,Rep,Rep
San Patricio County,TX,66070,0.138,100,0.311,0.15,52261,0.6,Rep,Rep
San Saba County,TX,5893,0.218,121.4,0.307,0.146,39040,0.86,Rep,Rep
Schleicher County,TX,3224,0.148,96.3,0.236,0.195,55543,0.78,Rep,Rep
Scurry County,TX,17238,0.142,117.5,0.307,0.153,56842,0.84,Rep,Rep
Shackelford County,TX,3352,0.181,95,0.339,0.226,48750,0.92,Rep,Rep
Shelby County,TX,25725,0.157,95.5,0.357,0.149,37756,0.79,Rep,Rep
Sherman County,TX,3066,0.125,105.5,0.279,0.206,51987,0.86,Rep,Rep
Smith County,TX,217552,0.15,93.6,0.256,0.249,46929,0.71,Rep,Rep
Somervell County,TX,8608,0.179,93.5,0.263,0.227,51912,0.83,Rep,Rep
Starr County,TX,62648,0.11,94.1,0.222,0.091,26172,0.19,Rep,Rep
Stephens County,TX,9452,0.187,114,0.35,0.191,43951,0.88,Rep,Rep
Sterling County,TX,1346,0.157,107.1,0.321,0.223,53456,0.87,Rep,Rep
Stonewall County,TX,1414,0.268,104.3,0.375,0.156,42155,0.79,Rep,Rep
Sutton County,TX,3966,0.148,105.5,0.282,0.202,51667,0.76,Rep,Rep
Swisher County,TX,7713,0.175,110,0.35,0.16,37040,0.76,Rep,Rep
Tarrant County,TX,1914526,0.098,95.9,0.238,0.303,58711,0.52,Rep,Rep
Taylor County,TX,134435,0.137,95.6,0.291,0.246,45396,0.73,Rep,Rep
Terrell County,TX,921,0.267,87.6,0.36,0.173,31111,0.66,Rep,Rep
Terry County,TX,12687,0.144,116.8,0.295,0.126,37475,0.73,Rep,Rep
Throckmorton County,TX,1545,0.289,88.2,0.313,0.219,41042,0.88,Rep,Rep
Titus County,TX,32553,0.127,97.2,0.294,0.15,44178,0.7,Rep,Rep
Tom Green County,TX,115056,0.141,97.9,0.303,0.221,46711,0.72,Rep,Rep
Travis County,TX,1121645,0.082,101.5,0.171,0.46,61451,0.27,Rep,Rep
Trinity County,TX,14405,0.257,94.6,0.419,0.11,34295,0.79,Rep,Rep
Tyler County,TX,21462,0.202,118.3,0.418,0.112,41360,0.83,Rep,Rep
Upshur County,TX,40096,0.166,99,0.326,0.145,46673,0.83,Rep,Rep
Upton County,TX,3405,0.13,91.1,0.394,0.101,46131,0.74,Rep,Rep
Uvalde County,TX,26952,0.159,95.8,0.232,0.153,38568,0.54,Rep,Rep
Val Verde County,TX,48980,0.134,102.8,0.266,0.17,42174,0.43,Rep,Rep
Van Zandt County,TX,52736,0.194,97.1,0.354,0.155,44002,0.85,Rep,Rep
Victoria County,TX,90099,0.142,96.1,0.313,0.182,51758,0.68,Rep,Rep
Walker County,TX,69330,0.11,140.3,0.358,0.188,37666,0.65,Rep,Rep
Waller County,TX,45847,0.112,101.2,0.314,0.188,51348,0.63,Rep,Rep
Ward County,TX,11225,0.142,99.2,0.35,0.114,51345,0.74,Rep,Rep
Washington County,TX,34236,0.195,100.3,0.313,0.216,51269,0.74,Rep,Rep
Webb County,TX,263251,0.083,94.9,0.244,0.171,38862,0.23,Rep,Rep
Wharton County,TX,41264,0.155,96.9,0.336,0.14,45176,0.69,Rep,Rep
Wheeler County,TX,5618,0.172,102.4,0.313,0.169,52221,0.91,Rep,Rep
Wichita County,TX,131957,0.136,107.1,0.324,0.216,45543,0.73,Rep,Rep
Wilbarger County,TX,13158,0.166,99.3,0.299,0.165,41630,0.77,Rep,Rep
Willacy County,TX,22002,0.123,118.8,0.355,0.083,26495,0.3,Rep,Rep
Williamson County,TX,473592,0.104,96.6,0.207,0.393,73750,0.52,Rep,Rep
Wilson County,TX,45509,0.141,100.6,0.348,0.195,68100,0.73,Rep,Rep
Winkler County,TX,7576,0.114,101.1,0.312,0.11,55756,0.75,Rep,Rep
Wise County,TX,61243,0.139,100.3,0.368,0.166,56897,0.84,Rep,Rep
Wood County,TX,42712,0.26,98.2,0.347,0.171,45686,0.84,Rep,Rep
Yoakum County,TX,8213,0.113,100.8,0.297,0.146,56153,0.78,Rep,Rep
Young County,TX,18329,0.19,99.9,0.359,0.176,44693,0.86,Rep,Rep
Zapata County,TX,14308,0.112,100,0.26,0.083,32162,0.33,Rep,Rep
Zavala County,TX,12060,0.124,98.3,0.27,0.09,26672,0.2,Rep,Rep
Beaver County,UT,6461,0.13,105.6,0.372,0.2,50282,0.74,Rep,Rep
Box Elder County,UT,50991,0.12,101.7,0.325,0.215,55038,0.62,Rep,Rep
Cache County,UT,117449,0.084,99.5,0.219,0.361,50497,0.46,Rep,Rep
Carbon County,UT,20927,0.146,97.6,0.269,0.151,46900,0.66,Rep,Rep
Daggett County,UT,776,0.203,119.2,0.347,0.159,56750,0.7,Rep,Rep
Davis County,UT,323374,0.09,101.3,0.212,0.348,71112,0.45,Rep,Rep
Duchesne County,UT,19817,0.108,102.9,0.36,0.149,61133,0.79,Rep,Rep
Emery County,UT,10728,0.139,101.9,0.329,0.126,49787,0.8,Rep,Rep
Garfield County,UT,5069,0.182,108.4,0.345,0.197,42614,0.69,Rep,Rep
Grand County,UT,9388,0.145,106.1,0.241,0.237,41312,0.43,Rep,Rep
Iron County,UT,47139,0.11,100.2,0.247,0.286,43855,0.65,Rep,Rep
Juab County,UT,10400,0.115,108.2,0.35,0.159,54761,0.68,Rep,Rep
Kane County,UT,7202,0.206,94.6,0.288,0.248,50194,0.65,Rep,Rep
Millard County,UT,12582,0.156,104,0.291,0.199,51593,0.74,Rep,Rep
Morgan County,UT,10276,0.112,104,0.244,0.346,74314,0.61,Rep,Rep
Piute County,UT,1865,0.234,121.5,0.398,0.176,35980,0.87,Rep,Rep
Rich County,UT,2292,0.169,91.2,0.376,0.191,50781,0.72,Rep,Rep
Salt Lake County,UT,1078958,0.093,100.9,0.228,0.322,62117,0.33,Rep,Rep
San Juan County,UT,15152,0.116,99,0.315,0.189,41484,0.49,Rep,Rep
Sanpete County,UT,28261,0.125,110.7,0.27,0.205,50323,0.66,Rep,Rep
Sevier County,UT,20871,0.152,103.5,0.337,0.164,46291,0.78,Rep,Rep
Summit County,UT,38521,0.093,103.8,0.155,0.508,91773,0.36,Rep,Rep
Tooele County,UT,60893,0.081,101.9,0.321,0.223,63552,0.51,Rep,Rep
Uintah County,UT,35721,0.091,104.6,0.347,0.159,66815,0.77,Rep,Rep
Utah County,UT,551957,0.07,101.2,0.168,0.374,62180,0.51,Rep,Rep
Wasatch County,UT,26661,0.092,101.4,0.207,0.335,66486,0.5,Rep,Rep
Washington County,UT,148244,0.189,97.7,0.246,0.271,50774,0.69,Rep,Rep
Wayne County,UT,2722,0.18,107,0.253,0.268,40645,0.68,Rep,Rep
Weber County,UT,238682,0.107,100.7,0.291,0.23,56581,0.47,Rep,Rep
Addison County,VT,36943,0.161,98.7,0.32,0.355,59688,0.3,Dem,Dem
Bennington County,VT,36589,0.206,96.3,0.307,0.335,49573,0.36,Dem,Dem
Caledonia County,VT,31012,0.171,98.6,0.361,0.27,45323,0.43,Dem,Dem
Chittenden County,VT,159711,0.128,95.4,0.206,0.488,65350,0.24,Dem,Dem
Essex County,VT,6207,0.22,100.5,0.433,0.16,36599,0.56,Dem,Dem
Franklin County,VT,48418,0.135,98.3,0.376,0.236,58199,0.45,Dem,Dem
Grand Isle County,VT,6952,0.167,96.8,0.297,0.351,62608,0.39,Dem,Dem
Lamoille County,VT,25027,0.146,98.8,0.286,0.363,50939,0.31,Dem,Dem
Orange County,VT,28929,0.171,98.4,0.349,0.308,53869,0.37,Dem,Dem
Orleans County,VT,27146,0.198,100.6,0.387,0.221,42831,0.47,Dem,Dem
Rutland County,VT,60530,0.185,96.3,0.342,0.291,49372,0.45,Dem,Dem
Washington County,VT,59132,0.163,97.4,0.292,0.399,58788,0.28,Dem,Dem
Windham County,VT,43858,0.184,97.1,0.307,0.358,51045,0.26,Dem,Dem
Windsor County,VT,56150,0.199,95.9,0.317,0.351,52965,0.31,Dem,Dem
Accomack County,VA,33115,0.206,94.8,0.399,0.187,39412,0.54,Dem,Swing
Albemarle County,VA,103108,0.16,91.9,0.182,0.516,68449,0.34,Dem,Swing
Alleghany County,VA,16066,0.232,96.5,0.369,0.157,45007,0.67,Dem,Swing
Amelia County,VA,12777,0.175,103.3,0.341,0.145,56850,0.67,Dem,Swing
Amherst County,VA,32148,0.182,92.8,0.357,0.183,47558,0.64,Dem,Swing
Appomattox County,VA,15208,0.185,94.2,0.361,0.177,48823,0.72,Dem,Swing
Arlington County,VA,223945,0.091,100.1,0.083,0.729,105763,0.17,Dem,Swing
Augusta County,VA,74053,0.184,102.3,0.401,0.22,54558,0.71,Dem,Swing
Bath County,VA,4583,0.226,95,0.389,0.218,43646,0.69,Dem,Swing
Bedford County,VA,76463,0.186,96.6,0.31,0.267,56316,0.72,Dem,Swing
Bland County,VA,6662,0.196,126.4,0.395,0.141,45294,0.82,Dem,Swing
Botetourt County,VA,33155,0.19,98.1,0.35,0.262,60454,0.72,Dem,Swing
Brunswick County,VA,16930,0.181,110.4,0.357,0.131,36919,0.4,Dem,Swing
Buchanan County,VA,23486,0.19,102.5,0.344,0.099,29679,0.79,Dem,Swing
Buckingham County,VA,17068,0.161,124.8,0.435,0.104,40331,0.54,Dem,Swing
Campbell County,VA,55012,0.177,94,0.361,0.192,47699,0.71,Dem,Swing
Caroline County,VA,29349,0.144,97.8,0.367,0.191,59227,0.5,Dem,Swing
Carroll County,VA,29856,0.211,100.4,0.345,0.145,35000,0.78,Dem,Swing
Charles City County,VA,7118,0.203,97.9,0.393,0.13,49563,0.37,Dem,Swing
Charlotte County,VA,12313,0.2,99.1,0.376,0.14,35079,0.6,Dem,Swing
Chesterfield County,VA,328176,0.122,92.8,0.241,0.369,72609,0.48,Dem,Swing
Clarke County,VA,14299,0.188,96.7,0.28,0.31,71295,0.57,Dem,Swing
Craig County,VA,5212,0.21,92.3,0.484,0.147,44330,0.77,Dem,Swing
Culpeper County,VA,48424,0.135,101.5,0.341,0.219,66697,0.6,Dem,Swing
Cumberland County,VA,9859,0.187,100.4,0.365,0.145,39301,0.55,Dem,Swing
Dickenson County,VA,15463,0.184,103.1,0.356,0.111,33624,0.77,Dem,Swing
Dinwiddie County,VA,28110,0.158,98.5,0.397,0.153,51397,0.55,Dem,Swing
Essex County,VA,11151,0.199,86.1,0.385,0.152,42760,0.5,Dem,Swing
Fairfax County,VA,1128722,0.111,98,0.13,0.599,112552,0.29,Dem,Swing
Fauquier County,VA,67463,0.147,97.7,0.285,0.335,91609,0.6,Dem,Swing
Floyd County,VA,15523,0.197,100.7,0.356,0.181,48005,0.66,Dem,Swing
Fluvanna County,VA,26014,0.174,84.6,0.284,0.315,63938,0.52,Dem,Swing
Franklin County,VA,56315,0.199,96.2,0.32,0.206,46870,0.69,Dem,Swing
Frederick County,VA,81340,0.146,98.7,0.305,0.291,69098,0.65,Dem,Swing
Giles County,VA,16907,0.2,96.1,0.4,0.158,46390,0.72,Dem,Swing
Gloucester County,VA,37001,0.165,97.7,0.339,0.221,61121,0.67,Dem,Swing
Goochland County,VA,21721,0.185,97.7,0.269,0.373,79330,0.6,Dem,Swing
Grayson County,VA,15573,0.225,97.2,0.411,0.099,29942,0.77,Dem,Swing
Greene County,VA,18938,0.15,95.2,0.349,0.237,61550,0.63,Dem,Swing
Greensville County,VA,11760,0.147,163.9,0.423,0.086,38012,0.4,Dem,Swing
Halifax County,VA,35506,0.212,90.9,0.365,0.154,35240,0.57,Dem,Swing
Hanover County,VA,101340,0.148,96.2,0.276,0.357,78645,0.64,Dem,Swing
Henrico County,VA,318864,0.133,89.4,0.228,0.407,61934,0.37,Dem,Swing
Henry County,VA,52580,0.212,92.6,0.341,0.114,35293,0.63,Dem,Swing
Highland County,VA,2244,0.341,80.8,0.386,0.216,43914,0.69,Dem,Swing
Isle of Wight County,VA,35740,0.166,96,0.277,0.269,65741,0.58,Dem,Swing
James City County,VA,70673,0.223,94,0.211,0.47,75710,0.5,Dem,Swing
King and Queen County,VA,7106,0.198,106.6,0.411,0.181,48292,0.57,Dem,Swing
King George County,VA,24933,0.113,100.6,0.303,0.323,81688,0.61,Dem,Swing
King William County,VA,16097,0.138,95.4,0.394,0.184,62031,0.66,Dem,Swing
Lancaster County,VA,11129,0.338,89,0.328,0.279,50374,0.53,Dem,Swing
Lee County,VA,25206,0.18,110.3,0.336,0.121,31086,0.81,Dem,Swing
Loudoun County,VA,351129,0.076,98.2,0.138,0.582,123453,0.39,Dem,Swing
Louisa County,VA,33986,0.167,97.2,0.37,0.206,57829,0.6,Dem,Swing
Lunenburg County,VA,12558,0.191,110.4,0.349,0.122,39506,0.57,Dem,Swing
Madison County,VA,13147,0.204,93.8,0.364,0.232,47736,0.64,Dem,Swing
Mathews County,VA,8880,0.287,85.9,0.333,0.292,63845,0.66,Dem,Swing
Mecklenburg County,VA,31555,0.228,93.3,0.325,0.156,37356,0.55,Dem,Swing
Middlesex County,VA,10717,0.283,97.9,0.325,0.242,54654,0.61,Dem,Swing
Montgomery County,VA,96467,0.106,107.5,0.218,0.457,46663,0.46,Dem,Swing
Nelson County,VA,14858,0.223,94.3,0.336,0.282,47118,0.5,Dem,Swing
New Kent County,VA,19560,0.14,105.6,0.33,0.245,73041,0.67,Dem,Swing
Northampton County,VA,12184,0.243,94.4,0.342,0.205,35055,0.44,Dem,Swing
Northumberland County,VA,12304,0.332,93.2,0.311,0.254,51885,0.62,Dem,Swing
Nottoway County,VA,15711,0.179,112.6,0.371,0.152,36284,0.55,Dem,Swing
Orange County,VA,34596,0.193,95.7,0.347,0.25,65166,0.61,Dem,Swing
Page County,VA,23843,0.193,96.5,0.429,0.128,43895,0.73,Dem,Swing
Patrick County,VA,18264,0.238,97.2,0.36,0.127,33982,0.76,Dem,Swing
Pittsylvania County,VA,62794,0.192,96.3,0.353,0.142,41824,0.69,Dem,Swing
Powhatan County,VA,28207,0.148,116.2,0.286,0.279,77896,0.71,Dem,Swing
Prince Edward County,VA,23022,0.149,98.5,0.346,0.244,41697,0.45,Dem,Swing
Prince George County,VA,37380,0.117,120.7,0.334,0.213,61857,0.57,Dem,Swing
Prince William County,VA,437271,0.078,99.3,0.217,0.387,98657,0.37,Dem,Swing
Pulaski County,VA,34528,0.201,99.6,0.342,0.178,47495,0.68,Dem,Swing
Rappahannock County,VA,7431,0.226,98.2,0.256,0.351,57210,0.57,Dem,Swing
Richmond County,VA,8989,0.19,135.1,0.402,0.127,47288,0.61,Dem,Swing
Roanoke County,VA,93633,0.19,91.6,0.264,0.341,60519,0.62,Dem,Swing
Rockbridge County,VA,22444,0.235,98,0.363,0.254,48901,0.62,Dem,Swing
Rockingham County,VA,77785,0.175,96.2,0.355,0.238,53744,0.69,Dem,Swing
Russell County,VA,28245,0.179,95.6,0.367,0.124,35045,0.78,Dem,Swing
Scott County,VA,22570,0.209,101.5,0.362,0.117,37240,0.82,Dem,Swing
Shenandoah County,VA,42724,0.198,94.2,0.395,0.19,49406,0.69,Dem,Swing
Smyth County,VA,31734,0.196,95.6,0.388,0.15,37983,0.76,Dem,Swing
Southampton County,VA,18410,0.172,110.4,0.348,0.149,48962,0.57,Dem,Swing
Spotsylvania County,VA,127691,0.113,96.6,0.317,0.293,78125,0.56,Dem,Swing
Stafford County,VA,137145,0.086,101.4,0.237,0.368,97144,0.52,Dem,Swing
Surry County,VA,6823,0.182,96.4,0.292,0.212,53673,0.45,Dem,Swing
Sussex County,VA,11864,0.137,217.7,0.403,0.096,39194,0.41,Dem,Swing
Tazewell County,VA,43870,0.185,98.5,0.358,0.135,37664,0.82,Dem,Swing
Warren County,VA,38481,0.141,100.4,0.366,0.206,61454,0.66,Dem,Swing
Washington County,VA,54759,0.197,97.9,0.329,0.233,43310,0.75,Dem,Swing
Westmoreland County,VA,17557,0.225,95.6,0.363,0.183,47911,0.52,Dem,Swing
Wise County,VA,40530,0.154,107.4,0.324,0.14,37407,0.8,Dem,Swing
Wythe County,VA,29190,0.189,96.7,0.364,0.159,41360,0.76,Dem,Swing
York County,VA,66471,0.14,96.6,0.196,0.421,81749,0.55,Dem,Swing
Alexandria city,VA,149315,0.099,93.3,0.121,0.613,89134,0.18,Dem,Swing
Bristol city,VA,17524,0.192,87.1,0.328,0.234,35368,0.7,Dem,Swing
Buena Vista city,VA,6666,0.16,85,0.405,0.165,29097,0.6,Dem,Swing
Charlottesville city,VA,45084,0.091,93.4,0.222,0.498,49775,0.13,Dem,Swing
Chesapeake city,VA,230601,0.116,95.5,0.265,0.296,68620,0.48,Dem,Swing
Colonial Heights city,VA,17515,0.197,86.9,0.352,0.217,50304,0.67,Dem,Swing
Covington city,VA,5736,0.195,108.1,0.435,0.093,34746,0.57,Dem,Swing
Danville city,VA,42450,0.194,84.3,0.281,0.178,32315,0.39,Dem,Swing
Emporia city,VA,5672,0.185,84.9,0.326,0.181,28601,0.33,Dem,Swing
Fairfax city,VA,23402,0.149,96.3,0.152,0.549,105297,0.31,Dem,Swing
Falls Church city,VA,13308,0.11,91.9,0.075,0.788,120522,0.17,Dem,Swing
Franklin city,VA,8457,0.174,80.3,0.249,0.262,32399,0.35,Dem,Swing
Fredericksburg city,VA,27395,0.103,87.5,0.269,0.373,51762,0.34,Dem,Swing
Galax city,VA,6876,0.216,93.4,0.337,0.116,30604,0.68,Dem,Swing
Hampton city,VA,137081,0.133,93.2,0.273,0.232,49190,0.29,Dem,Swing
Harrisonburg city,VA,51388,0.078,90.8,0.265,0.358,38750,0.35,Dem,Swing
Hopewell city,VA,22279,0.156,89.9,0.383,0.123,39064,0.43,Dem,Swing
Lexington city,VA,7071,0.116,162,0.181,0.439,34017,0.31,Dem,Swing
Lynchburg city,VA,78158,0.137,88.6,0.251,0.331,39589,0.51,Dem,Swing
Manassas city,VA,40743,0.081,99.4,0.26,0.288,72890,0.39,Dem,Swing
Manassas Park city,VA,15625,0.068,111,0.26,0.282,73528,0.33,Dem,Swing
Martinsville city,VA,13624,0.204,82.4,0.297,0.177,29587,0.37,Dem,Swing
Newport News city,VA,181323,0.114,93.9,0.282,0.24,50077,0.35,Dem,Swing
Norfolk city,VA,245452,0.097,109.1,0.269,0.262,44480,0.26,Dem,Swing
Norton city,VA,4007,0.136,68.3,0.194,0.196,27731,0.7,Dem,Swing
Petersburg city,VA,32123,0.153,85.1,0.34,0.159,31798,0.11,Dem,Swing
Poquoson city,VA,12077,0.173,95.9,0.27,0.371,83735,0.72,Dem,Swing
Portsmouth city,VA,96135,0.136,92.6,0.289,0.208,45676,0.3,Dem,Swing
Radford city,VA,17057,0.08,92.8,0.226,0.355,29912,0.44,Dem,Swing
Richmond city,VA,213735,0.114,90.8,0.23,0.361,40758,0.15,Dem,Swing
Roanoke city,VA,98736,0.147,92.7,0.304,0.236,39930,0.38,Dem,Swing
Salem city,VA,25165,0.172,90,0.298,0.284,50068,0.6,Dem,Swing
Staunton city,VA,24193,0.201,81.5,0.309,0.313,40842,0.46,Dem,Swing
Suffolk city,VA,86184,0.125,92.9,0.283,0.264,65499,0.41,Dem,Swing
Virginia Beach city,VA,448290,0.118,96.6,0.224,0.339,66634,0.49,Dem,Swing
Waynesboro city,VA,21150,0.179,91.1,0.385,0.184,45643,0.53,Dem,Swing
Williamsburg city,VA,14754,0.147,82.4,0.155,0.524,48639,0.25,Dem,Swing
Winchester city,VA,27168,0.143,97.8,0.304,0.282,45363,0.45,Dem,Swing
Adams County,WA,19081,0.101,103.4,0.259,0.136,46564,0.67,Dem,Dem
Asotin County,WA,22040,0.203,92.1,0.305,0.182,44394,0.59,Dem,Dem
Benton County,WA,184930,0.129,99.9,0.244,0.293,60251,0.59,Dem,Dem
Chelan County,WA,74267,0.168,99.4,0.301,0.245,51837,0.55,Dem,Dem
Clallam County,WA,72397,0.262,98.6,0.279,0.248,47253,0.48,Dem,Dem
Clark County,WA,444506,0.132,97.8,0.253,0.272,60756,0.46,Dem,Dem
Columbia County,WA,3989,0.256,101.1,0.275,0.23,38581,0.69,Dem,Dem
Cowlitz County,WA,102338,0.174,97.4,0.309,0.161,47452,0.53,Dem,Dem
Douglas County,WA,39599,0.153,100.8,0.277,0.174,53636,0.63,Dem,Dem
Ferry County,WA,7652,0.21,108.8,0.312,0.167,38125,0.61,Dem,Dem
Franklin County,WA,86443,0.078,108.8,0.273,0.159,56980,0.55,Dem,Dem
Garfield County,WA,2230,0.232,99.1,0.294,0.246,45855,0.68,Dem,Dem
Grant County,WA,92070,0.123,102.1,0.268,0.164,48714,0.65,Dem,Dem
Grays Harbor County,WA,71419,0.181,106,0.321,0.148,43538,0.5,Dem,Dem
Island County,WA,79329,0.212,99.4,0.233,0.317,58815,0.43,Dem,Dem
Jefferson County,WA,30083,0.301,97.5,0.232,0.37,49279,0.3,Dem,Dem
King County,WA,2045756,0.119,99.6,0.165,0.479,75302,0.22,Dem,Dem
Kitsap County,WA,255441,0.154,103.8,0.232,0.304,62941,0.39,Dem,Dem
Kittitas County,WA,42204,0.14,100.2,0.26,0.336,46458,0.54,Dem,Dem
Klickitat County,WA,20820,0.203,97.5,0.29,0.235,48319,0.55,Dem,Dem
Lewis County,WA,75515,0.19,100.1,0.316,0.154,44100,0.65,Dem,Dem
Lincoln County,WA,10363,0.229,101.2,0.334,0.207,46069,0.72,Dem,Dem
Mason County,WA,60791,0.203,107.4,0.304,0.177,50406,0.49,Dem,Dem
Okanogan County,WA,41332,0.189,102.5,0.298,0.185,40730,0.58,Dem,Dem
Pacific County,WA,20645,0.268,100.9,0.316,0.168,37684,0.5,Dem,Dem
Pend Oreille County,WA,12968,0.226,105.7,0.322,0.171,40599,0.64,Dem,Dem
Pierce County,WA,821952,0.121,98.7,0.288,0.247,59953,0.42,Dem,Dem
San Juan County,WA,15956,0.28,91.9,0.172,0.465,55960,0.25,Dem,Dem
Skagit County,WA,119343,0.179,98.2,0.267,0.247,54129,0.44,Dem,Dem
Skamania County,WA,11243,0.163,101.6,0.292,0.22,52374,0.52,Dem,Dem
Snohomish County,WA,746653,0.116,100.8,0.243,0.3,70722,0.38,Dem,Dem
Spokane County,WA,480832,0.142,98.2,0.257,0.285,50079,0.5,Dem,Dem
Stevens County,WA,43548,0.197,101.1,0.344,0.167,41978,0.67,Dem,Dem
Thurston County,WA,262723,0.146,96.2,0.227,0.334,61677,0.38,Dem,Dem
Wahkiakum County,WA,4035,0.29,93.6,0.331,0.146,44485,0.57,Dem,Dem
Walla Walla County,WA,59726,0.159,104.8,0.226,0.272,47946,0.55,Dem,Dem
Whatcom County,WA,207100,0.149,98.3,0.23,0.325,53145,0.37,Dem,Dem
Whitman County,WA,46737,0.097,103.7,0.174,0.49,36631,0.45,Dem,Dem
Yakima County,WA,247408,0.125,100.3,0.278,0.157,44749,0.55,Dem,Dem
Barbour County,WV,16731,0.181,94.8,0.471,0.12,37066,0.75,Dem,Rep
Berkeley County,WV,108724,0.128,96.9,0.382,0.197,55239,0.66,Dem,Rep
Boone County,WV,24000,0.16,98.6,0.494,0.089,39958,0.75,Dem,Rep
Braxton County,WV,14466,0.193,100.6,0.491,0.12,32750,0.69,Dem,Rep
Brooke County,WV,23665,0.206,95.1,0.437,0.185,46215,0.69,Dem,Rep
Cabell County,WV,96824,0.167,94.8,0.319,0.269,38344,0.6,Dem,Rep
Calhoun County,WV,7557,0.2,100.2,0.489,0.104,35568,0.78,Dem,Rep
Clay County,WV,9141,0.179,100.3,0.491,0.099,31325,0.77,Dem,Rep
Doddridge County,WV,8201,0.172,114.3,0.443,0.135,39974,0.83,Dem,Rep
Fayette County,WV,45534,0.182,101.5,0.444,0.123,36293,0.68,Dem,Rep
Gilmer County,WV,8644,0.156,144.7,0.366,0.165,37536,0.75,Dem,Rep
Grant County,WV,11815,0.212,99.1,0.502,0.123,39088,0.88,Dem,Rep
Greenbrier County,WV,35666,0.207,95.7,0.44,0.18,39746,0.68,Dem,Rep
